customer_id,customer_name,region,age,income
10491,Steven Rivera,South,22,77048
10492,Keith Waters,East,50,53489
10493,Connie Lee,North,68,115351
10494,James Mata,South,21,67125
10495,Amy Perkins,West,63,98616
10496,Timothy West,South,49,92854
10497,Jim Maynard,West,63,81128
10498,Allison Conrad,East,30,74651
10499,Mrs. Heather Williams,North,38,77734
10500,Robert Peterson,West,26,30907
10501,Todd Chen,West,45,103715
10502,Christine Rhodes,North,23,92641
10503,Thomas Rodriguez,North,23,50028
10504,Brad Cobb,West,58,65075
10505,Michael Williams,South,68,63657
10506,Erik Reid,South,26,49952
10507,Melissa Chase,West,31,44119
10508,Annette Murray,North,21,103898
10509,Meghan Hoover,West,59,46472
10510,Sergio Taylor,South,18,68240
10511,Christina Hunter,North,23,88816
10512,Anna Green,North,36,75057
10513,Johnny Velasquez,South,33,45865
10514,Jacqueline Stewart,East,70,30893
10515,Raven Fernandez,East,70,41012
10516,Edward Cain,South,31,106191
10517,Colin Hull,West,65,64437
10518,Jacqueline Mata,South,65,50059
10519,Jason Clark,South,62,46105
10520,Janet Hayes,East,19,114916
10521,Melvin Barton,North,28,61365
10522,Kimberly Salazar,East,48,117448
10523,Michael Rodriguez,West,48,99899
10524,Barbara Miller,West,45,68311
10525,Samantha Barnett,East,42,30007
10526,Jill Smith,South,51,78347
10527,Clayton Spence,West,18,61060
10528,George Maxwell,West,23,79679
10529,Kimberly Stark,East,32,63278
10530,Rebekah Henson,West,25,48577
10531,Melissa Clay,North,59,105305
10532,Mr. William Escobar,North,57,81772
10533,Thomas Boyd,East,24,65837
10534,Jamie Evans,West,62,48683
10535,James Brown,West,32,44615
10536,John Molina,West,57,77707
10537,Lauren Patel,West,47,32232
10538,Dawn Frank,South,34,41670
10539,Timothy Day,East,63,115207
10540,Justin Singleton,North,26,117375
10541,Karen Jackson,North,24,113952
10542,Susan Daugherty,East,61,44252
10543,Christopher Gilmore,West,30,85734
10544,Jennifer Romero,East,61,61698
10545,Shawn Bridges,South,26,66450
10546,Robert Ellis,West,42,74679
10547,Vanessa Jones,North,58,89261
10548,David Fuentes,West,52,75762
10549,Cathy Ballard,North,70,96208
10550,Kimberly Scott,West,65,69540
10551,Mark Barnes,North,60,41204
10552,Scott Chan,South,41,103781
10553,Anthony Johnson,West,25,100406
10554,Matthew Maxwell,North,36,84849
10555,Tammy Lewis,West,56,92508
10556,Caitlin Sanchez,East,23,85778
10557,Kathryn Harper,South,22,98366
10558,Colleen Lowe,East,53,117738
10559,Daniel Carter,South,33,79536
10560,Desiree Krause,East,66,97923
10561,Amy Andrews,West,58,99166
10562,Danielle Reyes,East,20,31356
10563,Elizabeth Fischer,West,30,43439
10564,Lisa Hickman,North,19,114342
10565,Christine Eaton,East,60,100485
10566,Michael Hull,North,22,64353
10567,Melissa Maxwell,East,57,50441
10569,Stacey Hernandez,East,47,77348
10570,Jacob Moon,West,33,73966
10571,Victoria Lawrence,North,63,40294
10572,Dorothy Banks,East,56,94742
10573,Erika White,East,38,43899
10574,Noah Adams,South,42,106330
10575,Michael Mann Jr.,West,56,102556
10576,Andrew Carter PhD,South,54,102064
10577,Haley Calhoun,North,28,36533
10578,Brenda Walters,South,64,99952
10579,William Gibson,East,24,106216
10580,Leroy Mcdaniel,East,30,76471
10581,Patrick Thornton,North,21,79137
10582,Brandon Rush,East,66,111143
10583,Brandon Middleton,East,64,56617
10584,Harold Acosta,East,37,39469
10585,Monica Clark,West,67,66005
10586,Allison Webb,West,70,60753
10587,Sarah Barr,East,26,42725
10588,Bruce Davis,West,27,69703
10589,Emily Smith,South,21,58137
10590,Diana Flowers,West,60,39247
10591,Angela Sweeney,East,36,67168
10592,Leonard West,North,64,89538
10593,Jay Kirby,North,54,31787
10594,Andrew Bullock,East,48,101061
10595,Christina Henderson,South,34,61926
10596,Richard Horne,South,36,86888
10597,Julia Murphy,South,37,45011
10598,Michele Ponce,East,57,40919
10599,Christine Berg,South,68,83223
10600,Robert Martin,South,38,81283
10601,Douglas Graves,West,22,52242
10602,Steven Allison,North,19,98564
10603,Lisa Harper,North,42,100353
10604,Nancy Gill,East,39,64308
10605,Shane Hernandez,South,59,111760
10606,Julie Warren,South,47,75196
10607,Jennifer Ramirez,West,56,85518
10608,Carrie Baker,East,47,110417
10609,Nicholas Stone,East,44,79394
10610,Paul Nelson,South,41,102663
10611,Pedro Hughes,East,70,41640
10612,Pamela Mcbride,East,54,50742
10613,Alyssa Esparza,East,21,49344
10614,Tammy Murphy,North,35,118887
10615,Sandra Barber,East,26,40287
10616,Margaret Garcia,North,48,45707
10617,Zachary Murphy,East,59,97391
10618,Gabriella Hammond,North,66,95092
10619,Stacey Hunt,West,57,32373
10620,Daniel Lee,West,24,90666
10621,Denise Moore DDS,East,29,77254
10622,Megan Lin,West,19,108987
10623,Daniel Johnson,South,47,104942
10624,Rachael Rocha,South,38,78830
10625,Erika Robinson,West,38,113928
10626,Caitlin Buck,North,56,86822
10627,David Golden,East,28,97294
10628,Ronald Nichols,East,56,107485
10629,Roger Oconnell,West,69,49854
10630,Dr. Michelle Cooke,South,39,102500
10631,Rebecca Miller,South,70,68013
10632,Brett Warren,South,45,115134
10633,Joel Miller,North,31,49887
10634,Donald Deleon,East,67,115526
10635,Eric Harrell DVM,North,67,48770
10636,Charles Soto Jr.,East,52,31781
10637,Amy Roberts,West,60,82954
10638,James Myers,West,50,53938
10639,Gordon Taylor,South,57,107746
10640,Kathy Collier,West,56,52955
10641,Mrs. Karen Woods,East,62,43109
10642,Frederick Campbell,East,52,34996
10643,Terri Evans,North,40,30781
10644,Courtney Conner,East,32,42293
10645,Theresa Buchanan,North,41,91722
10646,Barbara Green,North,36,35674
10647,Raymond Harrison,West,50,52788
10648,Derek Delacruz,South,61,95955
10649,John King II,South,39,90781
10650,Desiree Smith,West,26,67718
10651,James Powell,South,70,73675
10652,Ashley Taylor,South,38,53626
10653,Devin Alvarez,East,68,89109
10654,James Baker DVM,South,25,80204
10655,Jeremy Anderson,East,18,82112
10656,Michelle Walker,West,31,67260
10657,Mary Brown,West,38,53234
10658,Eric Stafford,South,27,58551
10659,Samantha Holland,South,70,51993
10660,Angela Glenn,West,31,71276
10661,Emily Chavez,South,45,110110
10662,Donald Howard,South,21,48883
10663,Karen Armstrong,South,52,79642
10664,Elizabeth Schmidt,South,30,119972
10665,Jessica Rice,North,52,52509
10666,Carol Acosta,South,68,46026
10667,Angelica Adams,South,26,103269
10668,Tyrone Ruiz,North,47,71657
10669,Steven Roman,North,49,76689
10670,Sharon Gregory,West,62,89721
10671,Angela Johnson,North,55,51415
10672,Amanda Riggs,West,54,91610
10673,Ernest Harris,East,31,111911
10674,Stanley Adams,West,67,96363
10675,Sergio Alvarez,North,34,105137
10676,Teresa Small,South,46,59261
10677,Francisco Williamson,North,30,94024
10678,John Lopez,North,68,105212
10679,Laura Mcguire,North,43,95077
10680,Isabella Harvey,North,37,57583
10681,Anthony Jenkins,South,20,79929
10682,Martha Osborne,West,47,103555
10683,Adam Davenport,North,27,32310
10684,Alicia Young,South,52,81227
10685,David Wolfe,North,65,89647
10686,Anna Carroll,East,42,75664
10687,Edward Baxter,South,52,101041
10688,Nina Yoder,North,51,92225
10689,Jason Cooper,North,26,38399
10690,Christopher Harris,South,25,68080
10691,Mary Cooper,South,68,65552
10692,Joseph Oliver,South,70,117941
10693,Matthew Scott,West,60,44906
10694,Christina Moreno,North,59,87628
10695,Alyssa Johnston,East,23,55470
10696,Courtney Kirk,North,59,95881
10697,Tara Smith,West,41,113656
10698,Caitlin Maldonado,West,27,111173
10699,Thomas Phelps,West,69,80463
10700,James Vaughn,West,41,43607
10701,Donald Lee,East,25,55212
10702,Crystal Martinez,North,38,98843
10703,Barbara Barton,West,69,47004
10704,Devin Morris,South,25,100793
10705,Patricia Sandoval,East,30,88009
10706,Alison Brown,West,38,43781
10707,Lauren Bridges,North,59,34972
10708,Lori Payne,North,42,52706
10709,Heather Clark,West,65,73133
10710,Deanna Berg,West,31,74412
10711,Jessica Martin,West,32,92846
10712,Dorothy Sullivan,East,62,117302
10713,Randall Phillips,North,64,111327
10714,Samuel Butler,South,20,111727
10715,Nathan Simmons,East,61,41081
10716,Mitchell Conrad,East,47,103792
10717,Angel Cooke,East,33,54450
10718,Jared Peterson,South,33,41192
10719,Christopher Chapman,North,22,71081
10720,Stephanie Solis,South,64,68763
10721,John Keller,North,56,90933
10722,Kathleen Perry,East,28,70509
10723,Keith Brady,East,33,63539
10724,Connor Johnson,North,50,70899
10725,Devon Walker,South,18,42341
10726,Thomas Jones,South,63,100052
10727,Carol Brandt,West,54,101653
10728,Suzanne Thompson,North,20,45432
10729,Kirsten Johnson,South,63,96826
10730,James Parker,West,43,50286
10731,Allison Davis,South,22,99883
10732,Angela Mejia,South,59,67563
10733,Rose Fowler,East,60,40721
10734,Jennifer Williams,South,42,42438
10735,Michael Carson,West,34,61958
10736,Amy Williams,North,35,41632
10737,Andrea Davis,North,19,73461
10738,Patricia Mclean,West,70,32178
10739,Michael Jones,West,29,101528
10740,Ronald Hale,North,51,68039
10741,Peter Lewis,West,60,113251
10742,Jacqueline Bennett,South,30,56256
10743,Caleb Reyes,West,27,44902
10744,Matthew Russell,West,60,47016
10745,Ashley Perez,East,30,94813
10746,Dr. Jeff Clark,North,63,68639
10747,Ryan Wright,South,23,41566
10748,Andrew Moore,North,55,87593
10749,Jonathan Cruz,South,55,49114
10750,Roger Marshall,North,63,34765
10751,Edwin Davis,West,66,46487
10752,Joanna Mason,East,41,84860
10753,Travis Cummings,South,34,94128
10754,Jennifer Daniels,South,34,33765
10755,Jacob Young,South,68,57123
10756,Gene Eaton,North,34,75032
10757,Jesus Gaines,South,39,114230
10758,James Riggs,East,68,49873
10759,Stacey Edwards,East,47,42758
10760,Lisa Pearson,East,27,99487
